Model,Experiment,bpp,ppl_wikitext2,ppl_c4,hellaswag,mathqa,openbookqa,pubmedqa,sciq,zeroshot,commonsense,average9,mmlu,average6,qat,mse,average,ppl_ptb,proxy_err,mse_normed,lambda,arc_challenge,arc_easy,boolq,piqa,winogrande,bpp_key
Llama2-7B,ql_patch_row_noLN_rnorm_ldlq128_ft,4.020984146261462,5.532109260559082,7.027126312255859,0.5668193586934873,,,,,0.6904732856218925,0.6698642978004915,,0.4104828372026777,,,2.583633353113061e-06,,,0.0023741930700162,0.0070030721113474,300.0,0.4300341296928328,0.7622053872053872,0.7776758409785933,0.7823721436343852,0.7000789265982637,4.020984
Llama2-7B,scaleH_scale_cond_ldlq128,2.5796977724937884,6.2057390213012695,7.949563503265381,,,,,,,,,,,,,,293.3091735839844,,,,,,,,,2.579698
Llama2-7B,scaleH_scale_cond_ldlq128,2.867543044060932,5.891671180725098,7.448692321777344,,,,,,,,,,,,,,47.05205154418945,,,,,,,,,2.867543
Llama2-7B,scaleH_scale_cond_ldlq128,3.234347172602625,5.723063945770264,7.240647315979004,,,,,,,,,,,,,,29.51423454284668,,,,,,,,,3.234347
Llama2-7B,scaleH_scale_cond_ldlq128,3.733134288398713,5.613029479980469,7.111003875732422,,,,,,,,,,,,,,26.55476951599121,,,,,,,,,3.733134
Llama2-7B,scaleH_scale_cond_ldlq128,4.520939299904312,5.532052516937256,7.037301540374756,,,,,,,,,,,,,,23.85934829711914,,,,,,,,,4.520939
Llama2-7B,scaleH_scale_cond_ldlq128,5.377018531871275,5.492977142333984,6.996841907501221,,,,,,,,,,,,,,23.310348510742188,,,,,,,,,5.377019
Llama2-7B,scaleH_scale_cond_ldlq128(7b_trained),2.378413690186535,6.555283069610596,8.254984855651855,,,,,,0.6422350140361868,0.6202386651855032,,0.3043725964962256,,,2.8074236822020527e-05,,,0.0218175931939705,,,,,,,,2.378414
Llama2-7B,scaleH_scale_cond_ldlq128(7b_trained),2.874247266838588,5.933695793151856,7.492665290832519,,,,,,0.670683659138499,0.6489581511874135,,0.3742344395385272,,,1.4813392382299182e-05,,,0.0109110414939225,,,,,,,,2.874247
Llama2-7B,scaleH_scale_cond_ldlq128(7b_trained),3.2394859376966645,5.72666072845459,7.267801761627197,,,,,,0.683610648169403,0.661307353193018,,0.3535821108104258,,,9.116170805103944e-06,,,0.0065817603824598,,,,,,,,3.239486
Llama2-7B,scaleH_scale_cond_ldlq128(7b_trained),3.738572832833918,5.630561828613281,7.138897895812988,,,,,,0.6830492123400586,0.6623332163512304,,0.3923230309072781,,,4.6239675810303536e-06,,,0.0033381139891974,,,,,,,,3.738573
Llama2-7B,scaleH_scale_cond_ldlq128(7b_trained),4.527868810095318,5.55216121673584,7.0549516677856445,,,,,,0.6832890242510066,0.6635620710954498,,0.4019370460048426,,,1.5645396131750542e-06,,,0.0011401926200684,,,,,,,,4.527869
Llama2-7B,scaleH_scale_cond_ldlq128(7b_trained),5.3922409492453145,5.572999954223633,7.075377464294434,,,,,,0.6856098512517684,0.6657284510282031,,0.4106252670559749,,,4.621949584142741e-07,,,0.0003913483826311,,,,,,,,5.392241
Llama2-7B,scaleH_scale_cond_ldlq128(8b_trained),2.379450483643329,6.549499988555908,8.321708679199219,,,,,,0.644802503061274,0.6222952545758907,,0.2882780230736362,,,2.810867504477647e-05,,,0.0218562224990819,,,,,,,,2.37945
Llama2-7B,scaleH_scale_cond_ldlq128(8b_trained),2.8737161048335733,5.891591548919678,7.448715686798096,,,,,,0.6659168727731463,0.6457326923909527,,0.3572140720695058,,,1.4697552050209132e-05,,,0.0109240113898912,,,,,,,,2.873716
Llama2-7B,scaleH_scale_cond_ldlq128(8b_trained),3.2405203407910204,5.722644329071045,7.240676403045654,,,,,,0.6791585760676128,0.6589416468225924,,0.3928215353938185,,,8.88959582659889e-06,,,0.0065544133208602,,,,,,,,3.24052
Llama2-7B,scaleH_scale_cond_ldlq128(8b_trained),3.7393073837991824,5.613088607788086,7.110968589782715,,,,,,0.6849788061105705,0.6651029983205826,,0.3940321891468452,,,4.524846380737222e-06,,,0.003310875822925,,,,,,,,3.739307
Llama2-7B,scaleH_scale_cond_ldlq128(8b_trained),4.527112364151317,5.532095432281494,7.037303924560547,,,,,,0.6859316827096328,0.6664945526928677,,0.4111949864691639,,,1.560455152377838e-06,,,0.0011327327575502,,,,,,,,4.527112
Llama2-7B,scaleH_scale_cond_ldlq128(8b_trained),5.383191649777902,5.492908954620361,6.99686336517334,,,,,,0.6836555027435824,0.6647305117299886,,0.4153966671414328,,,4.638929618608158e-07,,,0.0003712758154372,,,,,,,,5.383192
Llama2-7B,scaleH_scale_cond_ldlq128_uniform31.6_ft_scaleh_rnorm,3.2401222873845867,5.6930742263793945,7.188627243041992,,,,,,0.6784550796438877,0.6582724150056364,,0.3942458339267911,,,,,,,,,,,,,,3.240122
Llama2-7B,scaleH_scale_cond_ldlq128_uniform31.6_ft_scaleh_rnorm,3.738010056278248,5.5729265213012695,7.081568717956543,,,,,,0.6868714866996128,0.6669623804552142,,0.4126904999287851,,,,,,,,,,,,,,3.73801
Llama2-7B,scaleH_scale_cond_ldlq128_uniform31.6_ft_scaleh_rnorm,4.527019245019231,5.518801212310791,7.017360687255859,,,,,,0.6852842742382357,0.6658056729984368,,0.3968095712861416,,,,,,,,,,,,,,4.527019
Llama2-7B,scaleH_scale_cond_ldlq128_uniform31.6_ft_scaleh_rnorm,5.387976251117924,5.483575820922852,6.985400199890137,,,,,,0.689392722424842,0.6697272886037196,,0.4228030195128899,,,,,,,,,,,,,,5.387976
Llama2-7B,scaleH_scale_cond_uniform31_ldlq128,2.579007069189391,6.1880879402160645,8.016481399536133,,,,,,,,,,,,,,381.25921630859375,,,,,,,,,2.579007
Llama2-7B,scaleH_scale_cond_uniform31_ldlq128,2.8681409025632347,5.890011787414551,7.442947864532471,,,,,,,,,,,,,,25.31160354614257,,,,,,,,,2.868141
Llama2-7B,scaleH_scale_cond_uniform31_ldlq128,3.233963582819144,5.751395225524902,7.259581565856934,,,,,,,,,,,,,,57.59654235839844,,,,,,,,,3.233964
Llama2-7B,scaleH_scale_cond_uniform31_ldlq128,3.731848153290508,5.610186100006104,7.1130218505859375,,,,,,,,,,,,,,24.137666702270508,,,,,,,,,3.731848
Llama2-7B,scaleH_scale_cond_uniform31_ldlq128,4.5208617396498285,5.536798000335693,7.035708904266357,,,,,,,,,,,,,,23.42021369934082,,,,,,,,,4.520862
Llama2-7B,scaleH_scale_cond_uniform31_ldlq128,5.381818355751161,5.494977951049805,7.000028133392334,,,,,,,,,,,,,,33.82487869262695,,,,,,,,,5.381818
Llama2-7B,uniform_ql0_rnorm,2.1632419731950514,15.328829765319824,20.00279426574707,,,,,,,,,,,,,,,,,,,,,,,2.163242
Llama2-7B,uniform_ql0_rnorm,2.5347389872210013,7.363653182983398,9.691307067871094,,,,,,,,,,,,,,,,,,,,,,,2.534739
Llama2-7B,uniform_ql0_rnorm,3.036917322040222,6.038809776306152,7.566961288452148,,,,,,,,,,,,,,,,,,,,,,,3.036917
Llama2-7B,uniform_ql0_rnorm,3.829055074583064,5.82397985458374,7.274851322174072,,,,,,,,,,,,,,,,,,,,,,,3.829055
Llama2-7B,uniform_ql0_rnorm,4.664503610195891,5.567471504211426,7.039980888366699,,,,,,,,,,,,,,,,,,,,,,,4.664504
Llama2-7B,uniform_ql0_rnorm,5.903499172141515,5.491346836090088,6.988586902618408,,,,,,,,,,,,,,,,,,,,,,,5.903499
Llama2-7B,uniform_ql0_rnorm,6.288456605506067,5.493461608886719,6.985997200012207,,,,,,,,,,,,,,,,,,,,,,,6.288457
Llama2-7B,uniform_ql1_rnorm,2.647463592222936,7.122227191925049,9.12462329864502,,,,,,,,,,,,,,,,,,,,,,,2.647464
Llama2-7B,uniform_ql1_rnorm,3.014025227084679,6.1040520668029785,7.657421112060547,,,,,,,,,,,,,,,,,,,,,,,3.014025
Llama2-7B,uniform_ql1_rnorm,3.512554698657496,5.77187967300415,7.28520393371582,,,,,,,,,,,,,,,,,,,,,,,3.512555
Llama2-7B,uniform_ql1_rnorm,4.2923614818197455,5.63275146484375,7.113022804260254,,,,,,,,,,,,,,,,,,,,,,,4.292361
Llama2-7B,uniform_ql1_rnorm,5.109778615477172,5.505804061889648,7.008816242218018,,,,,,,,,,,,,,,,,,,,,,,5.109779
Llama2-7B,uniform_ql1_rnorm,6.1703072841921,5.48493766784668,6.983912944793701,,,,,,,,,,,,,,,,,,,,,,,6.170307
Llama2-7B,uniform_ql1_rnorm,6.399500903687946,5.485805988311768,6.981022357940674,,,,,,,,,,,,,,,,,,,,,,,6.399501
Llama2-7B,webp128,4.016233230501877,279.025390625,215.52264404296875,,,,,,0.3809925335543823,,,,,,,,,,,,,,,,,4.016233
Llama2-7B,webp128,4.200701987805144,180.8344116210937,135.5826873779297,,,,,,0.383238681518676,,,,,,,,,,,,,,,,,4.200702
Llama2-7B,webp128,4.441750257126408,182.6708526611328,142.7093048095703,,,,,,0.3885979583889906,,,,,,,,,,,,,,,,,4.44175
Llama2-7B,webp128,4.7151464847703055,111.89818572998048,95.99295043945312,,,,,,0.387183328893659,,,,,,,,,,,,,,,,,4.715146
Llama2-7B,,2.579007069189391,6.1880879402160645,8.016481399536133,,,,,,,,,,,,,,381.25921630859375,,,,,,,,,2.579007
Llama2-7B,,2.8681409025632347,5.890011787414551,7.442947864532471,,,,,,,,,,,,,,25.31160354614257,,,,,,,,,2.868141
Llama2-7B,,3.233963582819144,5.751395225524902,7.259581565856934,,,,,,,,,,,,,,57.59654235839844,,,,,,,,,3.233964
Llama2-7B,,3.731848153290508,5.610186100006104,7.1130218505859375,,,,,,,,,,,,,,24.137666702270508,,,,,,,,,3.731848
Llama2-7B,,4.5208617396498285,5.536798000335693,7.035708904266357,,,,,,,,,,,,,,23.42021369934082,,,,,,,,,4.520862
Llama2-7B,,5.381818355751161,5.494977951049805,7.000028133392334,,,,,,,,,,,,,,33.82487869262695,,,,,,,,,5.381818
Llama3-8B,+code_optim,3.302099807331196,6.997391700744629,10.030966758728027,,,,,,,,,,,,,,,,,,,,,,,3.3021
Llama3-8B,+code_optim(dec train),3.3020797967910767,7.009182929992676,10.042492866516112,,,,,,,,,,,,,,,,,,,,,,,3.30208
Llama3-8B,AQLM,2.0,7.761857986450195,10.890705108642578,,,,,,,,,,,,,,,,,,,,,,,2.0
Llama3-8B,AWQ,2.25,1705084.0,2105256.75,,,,,,0.4181112129682186,0.3910967935194558,,0.2465460760575416,,,,,,,,,,,,,,2.25
Llama3-8B,AWQ,3.25,8.222607612609863,11.567950248718262,,,,,,0.6967598813567112,0.672845941096071,,0.5108958837772397,,,,,,,,,,,,,,3.25
Llama3-8B,AWQ,4.25,6.530762672424316,9.396510124206545,,,,,,0.7234130858684871,0.7014301772797041,,0.604614727246831,,,,,,,,,,,,,,4.25
Llama3-8B,AWQ,5.25,6.238217830657959,8.995973587036133,,,,,,0.7298931522879416,0.7079256319520937,,0.6163651901438542,,,,,,,,,,,,,,5.25
Llama3-8B,AWQ,6.25,6.157261848449707,8.906269073486328,,,,,,0.7268199977535291,0.7058127877448831,,0.6216350947158524,,,,,,,,,,,,,,6.25
Llama3-8B,AWQ,7.25,6.14137601852417,8.887651443481445,,,,,,0.7275232348388868,0.706481803446533,,0.6217063096425011,,,,,,,,,,,,,,7.25
Llama3-8B,AWQ,8.25,6.138271331787109,8.881821632385254,,,,,,0.7282946139046595,0.7072076041318621,,0.6207093006694203,,,,,,,,,,,,,,8.25
Llama3-8B,AWQ,9.25,6.135891437530518,8.881292343139648,,,,,,0.7278560248829934,,,,,,,,,,,,,,,,,9.25
Llama3-8B,Entropy(loss),3.27539,8.0,,,,,,,,,,,,,0.01454,,,,,,,,,,,3.27539
Llama3-8B,Entropy(loss),3.77784,6.922,,,,,,,,,,,,,0.00729,,,,,,,,,,,3.77784
Llama3-8B,Entropy(loss),4.57791,6.375,,,,,,,,,,,,,0.00245,,,,,,,,,,,4.57791
Llama3-8B,Entropy(loss),5.44646,6.225,,,,,,,,,,,,,0.00075,,,,,,,,,,,5.44646
Llama3-8B,Entropy(loss),7.08356,6.146,,,,,,,,,,,,,8e-05,,,,,,,,,,,7.08356
Llama3-8B,Entropy(loss),7.8364,6.142,,,,,,,,,,,,,3e-05,,,,,,,,,,,7.8364
Llama3-8B,FP16,,6.135671615600586,8.88062572479248,0.6016729735112527,0.4067001675041876,0.348,0.748,0.964,0.7290239504254532,0.7077987876064199,0.6248078241902062,0.6217775245691497,,,,,,,,,,,,,,nan
Llama3-8B,NWC,2.898,11.542,,,,,,,,,,,,,0.0145,,,,,,,,,,,2.898
Llama3-8B,NWC,3.311,7.724,,,,,,,,,,,,,0.0072,,,,,,,,,,,3.311
Llama3-8B,NWC,3.81,6.876,,,,,,,,,,,,,0.00363,,,,,,,,,,,3.81
Llama3-8B,NWC,4.27,6.501,,,,,,,,,,,,,0.0008,,,,,,,,,,,4.27
Llama3-8B,NWC,5.47,6.228,,,,,,,,,,,,,0.0003,,,,,,,,,,,5.47
Llama3-8B,NWC,6.474,6.167,,,,,,,,,,,,,0.0002,,,,,,,,,,,6.474
Llama3-8B,NWC,6.644,6.16,,,,,,,,,,,,,,,,,,,,,,,,6.644
Llama3-8B,NWC_RHT_scaled,2.113,13.226,,,,,,,,,,,,,,,,,,,,,,,,2.113
Llama3-8B,NWC_RHT_scaled,2.906,7.45,,,,,,,,,,,,,,,,,,,,,,,,2.906
Llama3-8B,NWC_RHT_scaled,3.274,6.886,,,,,,,,,,,,,,,,,,,,,,,,3.274
Llama3-8B,NWC_RHT_scaled,3.775,6.501,,,,,,,,,,,,,,,,,,,,,,,,3.775
Llama3-8B,NWC_RHT_scaled,4.275,6.32,,,,,,,,,,,,,,,,,,,,,,,,4.275
Llama3-8B,NWC_RHT_scaled,4.576,6.262,,,,,,,,,,,,,,,,,,,,,,,,4.576
Llama3-8B,NWC_RHT_scaled,5.422,6.178,,,,,,,,,,,,,,,,,,,,,,,,5.422
Llama3-8B,NWC_RHT_scaled_layerft,2.0897195665882182,13.45977020263672,,,,,,,,,,,,,,,,,,,,,,,,2.08972
Llama3-8B,NWC_RHT_scaled_layerft,2.878303707505648,7.43629264831543,,,,,,,,,,,,,,,,,,,,,,,,2.878304
Llama3-8B,NWC_RHT_scaled_layerft,3.245988052911484,6.852028846740723,,,,,,,,,,,,,,,,,,,,,,,,3.245988
Llama3-8B,NWC_RHT_scaled_layerft,3.748942504422023,6.492372989654541,,,,,,,,,,,,,,,,,,,,,,,,3.748943
Llama3-8B,NWC_RHT_scaled_layerft,4.251879811286926,6.318461418151856,,,,,,,,,,,,,,,,,,,,,,,,4.25188
Llama3-8B,NWC_RHT_scaled_layerft,4.548974734372818,6.249212741851807,,,,,,,,,,,,,,,,,,,,,,,,4.548975
Llama3-8B,NWC_RHT_scaled_layerft,5.402224775403738,6.172792434692383,,,,,,,,,,,,,,,,,,,,,,,,5.402225
Llama3-8B,NWC_RHT_scaled_ldlq,2.122,12.932,,,,,,,,,,,,,,,,,,,,,,,,2.122
Llama3-8B,NWC_RHT_scaled_ldlq,2.909,7.231,,,,,,,,,,,,,,,,,,,,,,,,2.909
Llama3-8B,NWC_RHT_scaled_ldlq,3.276,6.764,,,,,,,,,,,,,,,,,,,,,,,,3.276
Llama3-8B,NWC_RHT_scaled_ldlq,3.776,6.444,,,,,,,,,,,,,,,,,,,,,,,,3.776
Llama3-8B,NWC_RHT_scaled_ldlq,4.275,6.29,,,,,,,,,,,,,,,,,,,,,,,,4.275
Llama3-8B,NWC_RHT_scaled_ldlq,4.576,6.24,,,,,,,,,,,,,,,,,,,,,,,,4.576
Llama3-8B,NWC_RHT_scaled_ldlq,5.422,6.169,,,,,,,,,,,,,,,,,,,,,,,,5.422
Llama3-8B,NWC_col128,3.27539,9.072,,,,,,,,,,,,,0.01454,,,,,,,,,,,3.27539
Llama3-8B,NWC_col128,3.77784,7.492,,,,,,,,,,,,,0.00729,,,,,,,,,,,3.77784
Llama3-8B,NWC_col128,4.57791,6.392,,,,,,,,,,,,,0.00245,,,,,,,,,,,4.57791
Llama3-8B,NWC_col128,5.44646,6.222,,,,,,,,,,,,,0.00075,,,,,,,,,,,5.44646
Llama3-8B,NWC_col128,7.08356,6.142,,,,,,,,,,,,,8e-05,,,,,,,,,,,7.08356
Llama3-8B,NWC_col128,7.8364,6.14,,,,,,,,,,,,,3e-05,,,,,,,,,,,7.8364
Llama3-8B,NWC_col16,6.13,7.83,,,,,,,,,,,,,0.0145,,,,,,,,,,,6.13
Llama3-8B,NWC_col16,6.424,6.849,,,,,,,,,,,,,0.00725,,,,,,,,,,,6.424
Llama3-8B,NWC_col16_seq_rescale3,2.112694778,13.22559929,,,,,,,,,,,,,,,,,,,,,,,,2.112695
Llama3-8B,NWC_col16_seq_rescale3,3.274334534,6.886213779,,,,,,,,,,,,,,,,,,,,,,,,3.274335
Llama3-8B,NWC_col16_seq_rescale3,3.77466374,6.501080513,,,,,,,,,,,,,,,,,,,,,,,,3.774664
Llama3-8B,NWC_col16_seq_rescale3,5.422167316,6.177906513,,,,,,,,,,,,,,,,,,,,,,,,5.422167
Llama3-8B,NWC_col16_seq_rescale3_ldlq,2.12166928,12.93155766,,,,,,,,,,,,,,,,,,,,,,,,2.121669
Llama3-8B,NWC_col16_seq_rescale3_ldlq,3.276129064,6.764129162,,,,,,,,,,,,,,,,,,,,,,,,3.276129
Llama3-8B,NWC_col16_seq_rescale3_ldlq,3.775550555,6.444180012,,,,,,,,,,,,,,,,,,,,,,,,3.775551
Llama3-8B,NWC_col16_seq_rescale3_ldlq,5.42227727,6.169330597,,,,,,,,,,,,,,,,,,,,,,,,5.422277
Llama3-8B,NWC_col_tr,3.249,8.558,,,,,,,,,,,,,,,,,,,,,,,,3.249
Llama3-8B,NWC_col_tr,3.752,7.841,,,,,,,,,,,,,,,,,,,,,,,,3.752
Llama3-8B,NWC_col_tr,4.529,6.903,,,,,,,,,,,,,,,,,,,,,,,,4.529
Llama3-8B,NWC_col_tr,5.325,6.535,,,,,,,,,,,,,,,,,,,,,,,,5.325
Llama3-8B,NWC_col_tr,6.613,6.283,,,,,,,,,,,,,,,,,,,,,,,,6.613
Llama3-8B,NWC_col_tr,7.142,6.288,,,,,,,,,,,,,,,,,,,,,,,,7.142
Llama3-8B,NWC_col_tr_hpy,3.266,10.579,,,,,,,,,,,,,,,,,,,,,,,,3.266
Llama3-8B,NWC_col_tr_hpy,3.753,7.981,,,,,,,,,,,,,,,,,,,,,,,,3.753
Llama3-8B,NWC_col_tr_hpy,4.511,6.941,,,,,,,,,,,,,,,,,,,,,,,,4.511
Llama3-8B,NWC_col_tr_hpy,5.311,6.655,,,,,,,,,,,,,,,,,,,,,,,,5.311
Llama3-8B,NWC_col_tr_hpy,6.443,6.435,,,,,,,,,,,,,,,,,,,,,,,,6.443
Llama3-8B,NWC_col_tr_hpy,6.715,6.383,,,,,,,,,,,,,,,,,,,,,,,,6.715
Llama3-8B,NWC_gaussian16,6.12,8.084,,,,,,,,,,,,,0.0146,,,,,,,,,,,6.12
Llama3-8B,NWC_gaussian16,6.38,6.935,,,,,,,,,,,,,0.00723,,,,,,,,,,,6.38
Llama3-8B,NWC_gaussian16,8.054,6.23,,,,,,,,,,,,,0.00077,,,,,,,,,,,8.054
Llama3-8B,NWC_gaussian_seq16,3.36442,7.993,,,,,,,,,,,,,0.01445,,,,,,,,,,,3.36442
Llama3-8B,NWC_gaussian_seq16,3.8647,6.885,,,,,,,,,,,,,0.00724,,,,,,,,,,,3.8647
Llama3-8B,NWC_gaussian_seq16,4.36402,6.561,,,,,,,,,,,,,0.00365,,,,,,,,,,,4.36402
Llama3-8B,NWC_gaussian_seq16,5.50448,6.406,,,,,,,,,,,,,0.00091,,,,,,,,,,,5.50448
Llama3-8B,NWC_gaussian_seq16,6.66792,7.829,,,,,,,,,,,,,0.00196,,,,,,,,,,,6.66792
Llama3-8B,NWC_gaussian_seq16,6.73752,6.752,,,,,,,,,,,,,0.00097,,,,,,,,,,,6.73752
Llama3-8B,NWC_hesseigen,4.8644537,6.315,,,,,,,,,,,,,0.001812,,,,,,,,,,,4.864454
Llama3-8B,NWC_hesseigen,5.2838,6.244,,,,,,,,,,,,,0.00112,,,,,,,,,,,5.2838
Llama3-8B,NWC_hesseigen,5.7891,6.193,,,,,,,,,,,,,0.00064,,,,,,,,,,,5.7891
Llama3-8B,NWC_hesseigen,6.10161,6.178,,,,,,,,,,,,,0.0005009,,,,,,,,,,,6.10161
Llama3-8B,NWC_id,2.1322553305385203,12.843705177307127,17.958749771118164,,,,,,,,,,,,,,,,,,,,,,,2.132255
Llama3-8B,NWC_lwise_norm,3.304869430569502,7.271052360534668,10.467362403869627,,,,,,,,,,,,,,,,,,,,,,,3.304869
Llama3-8B,NWC_lwise_norm,3.802277807576152,6.6622724533081055,9.575017929077148,,,,,,,,,,,,,,,,,,,,,,,3.802278
Llama3-8B,NWC_lwise_norm,4.303977950117909,6.370100975036621,9.182055473327637,,,,,,,,,,,,,,,,,,,,,,,4.303978
Llama3-8B,NWC_lwise_norm,5.454150784187592,6.18549108505249,8.944039344787598,,,,,,,,,,,,,,,,,,,,,,,5.454151
Llama3-8B,NWC_lwise_norm,6.459607735849344,6.235317707061768,9.006536483764648,,,,,,,,,,,,,,,,,,,,,,,6.459608
Llama3-8B,NWC_ql_M32,4.835923480013242,6.273656845092773,9.035621643066406,,,,,,,,,,,,,,,,,,,,,,,4.835923
Llama3-8B,NWC_ql_M32,7.109856320545077,6.170483112335205,8.91879940032959,,,,,,,,,,,,,,,,,,,,,,,7.109856
Llama3-8B,NWC_ql_M32_cwise_norm,4.871701626823499,6.240679264068604,8.997408866882324,,,,,,,,,,,,,,,,,,,,,,,4.871702
Llama3-8B,NWC_ql_M32_cwise_norm(trained),4.903632852893609,6.381570816040039,9.161148071289062,,,,,,,,,,,,,,,,,,,,,,,4.903633
Llama3-8B,NWC_ql_M32_lwise_norm,4.8637161658933525,6.247074604034424,9.005769729614258,,,,,,,,,,,,,,,,,,,,,,,4.863716
Llama3-8B,NWC_ql_M32_lwise_norm(trained),4.899643537230217,6.363482475280762,9.129022598266602,,,,,,,,,,,,,,,,,,,,,,,4.899644
Llama3-8B,NWC_ql_Q16,3.02635,7.758,,,,,,,,,,,,,,,,,,,,,,,,3.02635
Llama3-8B,NWC_ql_Q16,3.51864341,6.933,,,,,,,,,,,,,,,,,,,,,,,,3.518643
Llama3-8B,NWC_ql_Q16,4.27595,6.431,,,,,,,,,,,,,,,,,,,,,,,,4.27595
Llama3-8B,NWC_ql_Q16,5.054298,6.29,,,,,,,,,,,,,,,,,,,,,,,,5.054298
Llama3-8B,NWC_ql_Q4,2.241779004331105,15.8749418258667,,,,,,,,,,,,,,,,,,,,,,,,2.241779
Llama3-8B,NWC_ql_Q4,2.614222769912046,9.087989807128906,,,,,,,,,,,,,,,,,,,,,,,,2.614223
Llama3-8B,NWC_ql_Q4,3.116372105235664,7.278524398803711,,,,,,,,,,,,,,,,,,,,,,,,3.116372
Llama3-8B,NWC_ql_Q4,3.909219218346362,6.499088287353516,,,,,,,,,,,,,,,,,,,,,,,,3.909219
Llama3-8B,NWC_ql_Q4,4.739989903110724,6.26532793045044,,,,,,,,,,,,,,,,,,,,,,,,4.73999
Llama3-8B,NWC_ql_Q4,5.949137418745802,6.1972503662109375,,,,,,,,,,,,,,,,,,,,,,,,5.949137
Llama3-8B,NWC_ql_Q4_uniform,4.377752911,6.951,,,,,,,,,,,,,,,,,,,,,,,,4.377753
Llama3-8B,NWC_ql_Q4_uniform,4.86104,6.544,,,,,,,,,,,,,,,,,,,,,,,,4.86104
Llama3-8B,NWC_ql_Q4_uniform,5.4637,6.306,,,,,,,,,,,,,,,,,,,,,,,,5.4637
Llama3-8B,NWC_ql_Q4_uniform,5.87986,6.218,,,,,,,,,,,,,,,,,,,,,,,,5.87986
Llama3-8B,NWC_ql_Q4_uniform,6.23135021,6.175,,,,,,,,,,,,,,,,,,,,,,,,6.23135
Llama3-8B,NWC_ql_Q8,2.60743,9.349,,,,,,,,,,,,,,,,,,,,,,,,2.60743
Llama3-8B,NWC_ql_Q8,3.1143509,7.344,,,,,,,,,,,,,,,,,,,,,,,,3.114351
Llama3-8B,NWC_ql_Q8,3.903865,6.52,,,,,,,,,,,,,,,,,,,,,,,,3.903865
Llama3-8B,NWC_ql_Q8,4.7208657,6.289,,,,,,,,,,,,,,,,,,,,,,,,4.720866
Llama3-8B,NWC_ql_Q8_uniform,5.0481215,6.661,,,,,,,,,,,,,,,,,,,,,,,,5.048122
Llama3-8B,NWC_ql_Q8_uniform,5.4334279,6.436,,,,,,,,,,,,,,,,,,,,,,,,5.433428
Llama3-8B,NWC_ql_Q8_uniform,5.9105,6.287,,,,,,,,,,,,,,,,,,,,,,,,5.9105
Llama3-8B,NWC_ql_Q8_uniform,6.115277,6.22,,,,,,,,,,,,,,,,,,,,,,,,6.115277
Llama3-8B,NWC_ql_col16,2.90884,7.921,,,,,,,,,,,,,0.02425,,,,,,,,,,,2.90884
Llama3-8B,NWC_ql_col16,4.55409,6.342,,,,,,,,,,,,,0.00252,,,,,,,,,,,4.55409
Llama3-8B,NWC_ql_col16,5.89107,6.262,,,,,,,,,,,,,0.00051,,,,,,,,,,,5.89107
Llama3-8B,NWC_ql_col16,6.10535,6.265,,,,,,,,,,,,,0.00043,,,,,,,,,,,6.10535
Llama3-8B,NWC_ql_cwise_norm,2.291322521833846,10.23042106628418,,,,,,,,,,,,,,,,,,,,,,,,2.291323
Llama3-8B,NWC_ql_cwise_norm,2.663620822744874,7.925183296203613,,,,,,,,,,,,,,,,,,,,,,,,2.663621
Llama3-8B,NWC_ql_cwise_norm,3.1645407714350866,6.9207305908203125,,,,,,,,,,,,,,,,,,,,,,,,3.164541
Llama3-8B,NWC_ql_cwise_norm,3.955400815990109,6.397050857543945,,,,,,,,,,,,,,,,,,,,,,,,3.955401
Llama3-8B,NWC_ql_cwise_norm,4.781788548638041,6.233718395233154,,,,,,,,,,,,,,,,,,,,,,,,4.781789
Llama3-8B,NWC_ql_ldlq128_rnorm,2.3018321932311383,9.250696182250977,12.571039199829102,,,,,,,,,,,,1.19136171109565e-05,,11.203120231628418,,,,,,,,,2.301832
Llama3-8B,NWC_ql_ldlq128_rnorm,2.669690752813879,7.562322616577148,10.843159675598145,,,,,,0.7000360362415139,0.6763229333414063,,0.5533399800598205,,,7.178902150483369e-06,,14.083720207214355,0.0142403156847389,,,,,,,,2.669691
Llama3-8B,NWC_ql_ldlq128_rnorm,3.167554744823764,6.772063255310059,9.727935791015623,,,,,,0.720449359892838,0.697964588067108,,0.5986326734083464,,,3.606543805208145e-06,,10.79946994781494,0.0071129774337675,,,,,,,,3.167555
Llama3-8B,NWC_ql_ldlq128_rnorm,3.955178057559981,6.340453624725342,9.127224922180176,,,,,,0.7332462614003634,0.7100062202899862,,0.6158666856573137,,,1.2173254132753242e-06,,10.602992057800291,0.0023920558034059,,,,,,,,3.955178
Llama3-8B,NWC_ql_ldlq128_rnorm,4.77818014096612,6.208016395568848,8.959288597106934,,,,,,0.7278781609656866,0.7065618147461848,,0.6183592080900157,,,3.9288072262166907e-07,,10.640271186828612,0.0007721683753183,,,,,,,,4.77818
Llama3-8B,NWC_ql_ldlq128_rnorm,5.981379688332359,6.155250549316406,8.90113353729248,,,,,,0.7307174880848548,0.7092100689892544,,0.6209941603760148,,,9.537573868606117e-08,,12.084502220153809,0.0001886865532887,,,,,,,,5.98138
Llama3-8B,NWC_ql_ldlq128_rnorm2,2.364472485648898,8.918164253234863,,,,,,,,,,,,,,,,,,,,,,,,2.364472
