col,sigma_c,no_transform_PR,scaling_PR,rht_PR,learned_llama_PR,learned_gauss_PR,random_init_PR
181,0.11115329,1.0,1.0,16.0,8.298032760620117,11.097907066345215,10.85505485534668
182,0.7848391,1.0,1.0,16.0,6.401752471923828,11.546507835388184,10.363300323486328
183,1.5452896,1.0,1.0,16.0,5.125339984893799,11.333467483520508,11.569281578063965
184,0.015452853,1.0,1.0,16.0,9.433028221130371,10.711993217468262,10.629707336425781
185,1.2998558,1.0,1.0,16.0,5.136019706726074,10.711596488952637,10.492226600646973
186,1.8303158,1.0,1.0,16.0,12.736617088317871,9.977362632751465,10.502574920654297
187,0.07643509,1.0,1.0,16.0,5.749317169189453,10.655431747436523,11.525875091552734
188,1.4280508,1.0,1.0,16.0,9.744544982910156,10.910344123840332,10.68304443359375
189,0.87122536,1.0,1.0,16.0,6.441616535186768,9.547002792358398,11.160653114318848
190,1.1024401,1.0,1.0,16.0,9.987828254699707,10.94356632232666,11.062232971191406
191,0.015860576,1.0,1.0,16.0,8.988751411437988,11.353702545166016,10.299481391906738
192,0.057934154,1.0,1.0,16.0,7.528388023376465,9.817546844482422,10.56877326965332
193,0.9781567,1.0,1.0,16.0,5.196268081665039,13.03105640411377,10.631629943847656
194,2.9251041,1.0,1.0,16.0,5.772360324859619,10.006807327270508,10.751102447509766
195,0.041163076,1.0,1.0,16.0,8.396081924438477,8.54448413848877,10.532737731933594
196,0.7140501,1.0,1.0,16.0,7.794054985046387,11.214693069458008,10.669634819030762
197,0.14703557,1.0,1.0,16.0,8.298771858215332,11.089149475097656,10.820609092712402
198,0.76158434,1.0,1.0,16.0,6.411681175231934,11.554267883300781,10.674337387084961
199,1.9711058,1.0,1.0,16.0,5.118870735168457,11.329327583312988,11.637860298156738
200,0.18179028,1.0,1.0,16.0,9.42265796661377,10.709068298339844,10.354509353637695
201,0.62922347,1.0,1.0,16.0,5.137340068817139,10.711613655090332,10.16711711883545
202,0.014491772,1.0,1.0,16.0,12.736679077148438,10.000072479248047,10.17283821105957
203,0.7821153,1.0,1.0,16.0,5.747034072875977,10.667746543884277,11.680624008178711
204,0.81108916,1.0,1.0,16.0,9.756691932678223,10.871906280517578,10.43821907043457
205,1.5446893,1.0,1.0,16.0,6.432538032531738,9.546092987060547,11.546137809753418
206,0.015969979,1.0,1.0,16.0,9.987637519836426,10.951064109802246,11.055818557739258
207,0.60270107,1.0,1.0,16.0,9.002408981323242,11.360701560974121,10.167816162109375
208,0.8859926,1.0,1.0,16.0,7.540853500366211,9.812149047851562,10.411576271057129
209,0.92572075,1.0,1.0,16.0,5.199974060058594,13.02644157409668,10.575218200683594
210,1.3151085,1.0,1.0,16.0,5.774665355682373,9.979447364807129,10.96763801574707
211,0.6229662,1.0,1.0,16.0,8.408132553100586,8.551785469055176,10.974254608154297
212,1.947329,1.0,1.0,16.0,7.802050590515137,11.2227201461792,10.616427421569824
213,0.644787,1.0,1.0,16.0,8.315958023071289,11.100482940673828,10.918603897094727
214,1.4872332,1.0,1.0,16.0,6.414777755737305,11.540974617004395,10.46274185180664
215,0.6973062,1.0,1.0,16.0,5.138361930847168,11.327566146850586,11.47541618347168
216,0.9143445,1.0,1.0,16.0,9.434351921081543,10.708425521850586,10.679149627685547
217,1.6095787,1.0,1.0,16.0,5.141915798187256,10.724854469299316,10.286438941955566
218,0.12527187,1.0,1.0,16.0,12.738127708435059,9.968904495239258,10.239538192749023
219,0.11803484,1.0,1.0,16.0,5.75242805480957,10.657974243164062,11.355064392089844
220,1.7324891,1.0,1.0,16.0,9.745027542114258,10.909069061279297,10.721843719482422
221,0.82140607,1.0,1.0,16.0,6.43685245513916,9.544722557067871,11.422822952270508
222,0.07070085,1.0,1.0,16.0,9.990482330322266,10.958137512207031,11.079961776733398
223,0.015651783,1.0,1.0,16.0,8.996633529663086,11.354084014892578,10.267843246459961
224,0.05880221,1.0,1.0,16.0,7.531227111816406,9.808878898620605,10.721510887145996
225,1.6355609,1.0,1.0,16.0,5.208636283874512,12.980913162231445,10.868597030639648
226,0.963462,1.0,1.0,16.0,5.778899669647217,9.987518310546875,11.28108024597168
227,1.6769334,1.0,1.0,16.0,8.39025592803955,8.554990768432617,10.856870651245117
228,1.4508122,1.0,1.0,16.0,7.790390968322754,11.23634147644043,10.79947280883789
229,0.8085082,1.0,1.0,16.0,8.300456047058105,11.102352142333984,11.042040824890137
230,0.19229501,1.0,1.0,16.0,6.41208553314209,11.549003601074219,10.656400680541992
231,0.015757086,1.0,1.0,16.0,5.12396764755249,11.32320499420166,11.458236694335938
232,1.2543778,1.0,1.0,16.0,9.432605743408203,10.688095092773438,10.40975570678711
233,0.11166934,1.0,1.0,16.0,5.134988307952881,10.728157043457031,10.215754508972168
234,1.5415554,1.0,1.0,16.0,12.723648071289062,9.970577239990234,10.509615898132324
235,0.08738992,1.0,1.0,16.0,5.754758358001709,10.66408920288086,11.536565780639648
236,0.31487405,1.0,1.0,16.0,9.750138282775879,10.90725326538086,10.707125663757324
237,1.4327474,1.0,1.0,16.0,6.444220066070557,9.54770565032959,11.435592651367188
238,0.8176613,1.0,1.0,16.0,9.992551803588867,10.957520484924316,10.799102783203125
239,1.468961,1.0,1.0,16.0,8.997190475463867,11.36034870147705,10.508407592773438
240,0.01567422,1.0,1.0,16.0,7.528561115264893,9.827184677124023,10.218867301940918
241,0.03532673,1.0,1.0,16.0,5.214302062988281,13.047073364257812,10.437704086303711
242,0.8402234,1.0,1.0,16.0,5.771070957183838,9.961901664733887,11.287177085876465
243,0.71423674,1.0,1.0,16.0,8.390021324157715,8.541423797607422,11.233891487121582
244,0.15833125,1.0,1.0,16.0,7.7951273918151855,11.194207191467285,10.30008316040039
