iter,Test BPP,Test MSE,Best Loss,Best MSE
1200000,10.098,49352382083.93732,8.0,22681022000.606117
1210000,10.098,45201348610.88183,8.0,22681022000.606117
1220000,10.1,26289695064.947487,8.0,22681022000.606117
1230000,10.1,70504253763.31435,8.0,22681022000.606117
1240000,10.1,141780143332.42908,8.0,22681022000.606117
1250000,10.1,58229655803.88487,8.0,22681022000.606117
1260000,10.102,61814311173.78551,8.0,22681022000.606117
1270000,10.1,57571826859.46304,8.0,22681022000.606117
1280000,10.1,35902209832.13588,8.0,22681022000.606117
1290000,10.102,71932503582.1908,8.0,22681022000.606117
1300000,10.102,43201316900.106026,8.0,22681022000.606117
1310000,10.102,94548961722.56639,8.0,22681022000.606117
1320000,10.102,57979755105.72958,8.0,22681022000.606117
1330000,10.102,77291838967.13628,8.0,22681022000.606117
1340000,10.102,48442932651.72729,8.0,22681022000.606117
1350000,10.102,120071714061.90894,8.0,22681022000.606117
1360000,10.102,39120034014.26845,8.0,22681022000.606117
1370000,10.104,183439201115.81186,8.0,22681022000.606117
1380000,10.106,48571991112.49183,8.0,22681022000.606117
1390000,10.102,75596279614.90598,8.0,22681022000.606117
1400000,10.106,53045598919.33563,8.0,22681022000.606117
1410000,10.106,305861066082.0763,8.0,22681022000.606117
1420000,10.104,69917807916.33206,8.0,22681022000.606117
1430000,10.104,63133336459.561035,8.0,22681022000.606117
1440000,10.108,33216990479.56567,8.0,22681022000.606117
1450000,10.106,50772746991.01252,8.0,22681022000.606117
1460000,10.108,32329121189.608692,8.0,22681022000.606117
1470000,10.104,94801879877.65524,8.0,22681022000.606117
1480000,10.108,24035867845.70726,8.0,22681022000.606117
1490000,10.106,59553423166.12941,8.0,22681022000.606117
1500000,10.108,86594474738.04596,8.0,22681022000.606117
